-9.99600000000000E-01  +1.02079392001718E+00  +1.54914838485454E-01  -9.58957667583246E-02  -2.80802972762038E-02  +0.00000000000000E+00
-9.98800000000000E-01  +1.02079618732105E+00  +1.54926262563674E-01  -9.59215793651969E-02  -2.80750082493667E-02  +0.00000000000000E+00
-9.98000000000000E-01  +1.02079850326940E+00  +1.54937700004623E-01  -9.59473981619073E-02  -2.80697318679155E-02  +0.00000000000000E+00
-9.97200000000000E-01  +1.02080086797724E+00  +1.54949150941534E-01  -9.59732232133170E-02  -2.80644682465902E-02  +0.00000000000000E+00
-9.96400000000000E-01  +1.02080328156063E+00  +1.54960615507879E-01  -9.59990545864588E-02  -2.80592174989935E-02  +0.00000000000000E+00
-9.95600000000000E-01  +1.02080574413670E+00  +1.54972093837361E-01  -9.60248923505204E-02  -2.80539797375992E-02  +0.00000000000000E+00
-9.94800000000000E-01  +1.02080825582367E+00  +1.54983586063926E-01  -9.60507365768273E-02  -2.80487550737624E-02  +0.00000000000000E+00
-9.94000000000000E-01  +1.02081081674078E+00  +1.54995092321755E-01  -9.60765873388257E-02  -2.80435436177288E-02  +0.00000000000000E+00
-9.93200000000000E-01  +1.02081342700841E+00  +1.55006612745273E-01  -9.61024447120632E-02  -2.80383454786453E-02  +0.00000000000000E+00
-9.92400000000000E-01  +1.02081608674799E+00  +1.55018147469147E-01  -9.61283087741709E-02  -2.80331607645707E-02  +0.00000000000000E+00
-9.91600000000000E-01  +1.02081879608203E+00  +1.55029696628290E-01  -9.61541796048432E-02  -2.80279895824867E-02  +0.00000000000000E+00
-9.90800000000000E-01  +1.02082155513417E+00  +1.55041260357859E-01  -9.61800572858180E-02  -2.80228320383091E-02  +0.00000000000000E+00
-9.90000000000000E-01  +1.02082436402912E+00  +1.55052838793264E-01  -9.62059419008565E-02  -2.80176882369004E-02  +0.00000000000000E+00
-9.89200000000000E-01  +1.02082722289270E+00  +1.55064432070159E-01  -9.62318335357216E-02  -2.80125582820810E-02  +0.00000000000000E+00
-9.88400000000000E-01  +1.02083013185186E+00  +1.55076040324456E-01  -9.62577322781564E-02  -2.80074422766424E-02  +0.00000000000000E+00
-9.87600000000000E-01  +1.02083309103464E+00  +1.55087663692315E-01  -9.62836382178627E-02  -2.80023403223594E-02  +0.00000000000000E+00
-9.86800000000000E-01  +1.02083610057021E+00  +1.55099302310155E-01  -9.63095514464781E-02  -2.79972525200039E-02  +0.00000000000000E+00
-9.86000000000000E-01  +1.02083916058887E+00  +1.55110956314651E-01  -9.63354720575532E-02  -2.79921789693577E-02  +0.00000000000000E+00
-9.85200000000000E-01  +1.02084227122207E+00  +1.55122625842735E-01  -9.63614001465284E-02  -2.79871197692264E-02  +0.00000000000000E+00
-9.84400000000000E-01  +1.02084543260235E+00  +1.55134311031601E-01  -9.63873358107101E-02  -2.79820750174536E-02  +0.00000000000000E+00
-9.83600000000000E-01  +1.02084864486345E+00  +1.55146012018702E-01  -9.64132791492468E-02  -2.79770448109346E-02  +0.00000000000000E+00
-9.82800000000000E-01  +1.02085190814022E+00  +1.55157728941756E-01  -9.64392302631050E-02  -2.79720292456314E-02  +0.00000000000000E+00
-9.82000000000000E-01  +1.02085522256869E+00  +1.55169461938744E-01  -9.64651892550438E-02  -2.79670284165867E-02  +0.00000000000000E+00
-9.81200000000000E-01  +1.02085858828603E+00  +1.55181211147912E-01  -9.64911562295909E-02  -2.79620424179395E-02  +0.00000000000000E+00
-9.80400000000000E-01  +1.02086200543062E+00  +1.55192976707772E-01  -9.65171312930162E-02  -2.79570713429399E-02  +0.00000000000000E+00
-9.79600000000000E-01  +1.02086547414196E+00  +1.55204758757104E-01  -9.65431145533076E-02  -2.79521152839642E-02  +0.00000000000000E+00
-9.78800000000000E-01  +1.02086899456078E+00  +1.55216557434954E-01  -9.65691061201440E-02  -2.79471743325308E-02  +0.00000000000000E+00
-9.78000000000000E-01  +1.02087256682898E+00  +1.55228372880638E-01  -9.65951061048704E-02  -2.79422485793153E-02  +0.00000000000000E+00
-9.77200000000000E-01  +1.02087619108966E+00  +1.55240205233739E-01  -9.66211146204708E-02  -2.79373381141670E-02  +0.00000000000000E+00
-9.76400000000000E-01  +1.02087986748712E+00  +1.55252054634108E-01  -9.66471317815427E-02  -2.79324430261242E-02  +0.00000000000000E+00
-9.75600000000000E-01  +1.02088359616687E+00  +1.55263921221866E-01  -9.66731577042700E-02  -2.79275634034305E-02  +0.00000000000000E+00
-9.74800000000000E-01  +1.02088737727567E+00  +1.55275805137402E-01  -9.66991925063965E-02  -2.79226993335514E-02  +0.00000000000000E+00
-9.74000000000000E-01  +1.02089121096146E+00  +1.55287706521369E-01  -9.67252363071993E-02  -2.79178509031900E-02  +0.00000000000000E+00
-9.73200000000000E-01  +1.02089509737347E+00  +1.55299625514691E-01  -9.67512892274618E-02  -2.79130181983039E-02  +0.00000000000000E+00
-9.72400000000000E-01  +1.02089903666213E+00  +1.55311562258551E-01  -9.67773513894466E-02  -2.79082013041213E-02  +0.00000000000000E+00
-9.71600000000000E-01  +1.02090302897916E+00  +1.55323516894400E-01  -9.68034229168685E-02  -2.79034003051579E-02  +0.00000000000000E+00
-9.70800000000000E-01  +1.02090707447753E+00  +1.55335489563948E-01  -9.68295039348674E-02  -2.78986152852336E-02  +0.00000000000000E+00
-9.70000000000000E-01  +1.02091117331150E+00  +1.55347480409165E-01  -9.68555945699813E-02  -2.78938463274888E-02  +0.00000000000000E+00
-9.69200000000000E-01  +1.02091532563659E+00  +1.55359489572277E-01  -9.68816949501188E-02  -2.78890935144016E-02  +0.00000000000000E+00
-9.68400000000000E-01  +1.02091953160964E+00  +1.55371517195763E-01  -9.69078052045319E-02  -2.78843569278044E-02  +0.00000000000000E+00
-9.67600000000000E-01  +1.02092379138880E+00  +1.55383563422352E-01  -9.69339254637891E-02  -2.78796366489005E-02  +0.00000000000000E+00
-9.66800000000000E-01  +1.02092810513352E+00  +1.55395628395021E-01  -9.69600558597479E-02  -2.78749327582815E-02  +0.00000000000000E+00
-9.66000000000000E-01  +1.02093247300460E+00  +1.55407712256990E-01  -9.69861965255274E-02  -2.78702453359433E-02  +0.00000000000000E+00
-9.65200000000000E-01  +1.02093689516418E+00  +1.55419815151716E-01  -9.70123475954814E-02  -2.78655744613037E-02  +0.00000000000000E+00
-9.64400000000000E-01  +1.02094137177575E+00  +1.55431937222892E-01  -9.70385092051713E-02  -2.78609202132186E-02  +0.00000000000000E+00
-9.63600000000000E-01  +1.02094590300417E+00  +1.55444078614440E-01  -9.70646814913388E-02  -2.78562826699993E-02  +0.00000000000000E+00
-9.62800000000000E-01  +1.02095048901568E+00  +1.55456239470507E-01  -9.70908645918787E-02  -2.78516619094285E-02  +0.00000000000000E+00
-9.62000000000000E-01  +1.02095512997791E+00  +1.55468419935462E-01  -9.71170586458124E-02  -2.78470580087778E-02  +0.00000000000000E+00
-9.61200000000000E-01  +1.02095982605991E+00  +1.55480620153888E-01  -9.71432637932602E-02  -2.78424710448237E-02  +0.00000000000000E+00
-9.60400000000000E-01  +1.02096457743215E+00  +1.55492840270577E-01  -9.71694801754152E-02  -2.78379010938645E-02  +0.00000000000000E+00
-9.59600000000000E-01  +1.02096938426650E+00  +1.55505080430528E-01  -9.71957079345160E-02  -2.78333482317365E-02  +0.00000000000000E+00
